date,veg_name,whole_price,retail_price,shoping_mall_price,unit
2024-06-02,Amaranth Leaves,10,12 - 13,12 - 17,1kg
2024-06-02,Amla,60,69 - 76,72 - 99,1kg
2024-06-02,Ash gourd,16,18 - 20,19 - 26,1kg
2024-06-02,Baby Corn,61,70 - 77,73 - 101,1kg
2024-06-02,Banana Flower,14,16 - 18,17 - 23,1kg
2024-06-02,Capsicum,46,53 - 58,55 - 76,1kg
2024-06-02,Bitter Gourd,30,35 - 38,36 - 50,1kg
2024-06-02,Bottle Gourd,30,35 - 38,36 - 50,1kg
2024-06-02,Butter Beans,49,56 - 62,59 - 81,1kg
2024-06-02,Broad Beans,66,76 - 84,79 - 109,1kg
2024-06-02,Cabbage,31,36 - 39,37 - 51,1kg
2024-06-02,Carrot,43,49 - 55,52 - 71,1kg
2024-06-02,Cauliflower,26,30 - 33,31 - 43,1kg
2024-06-02,Cluster beans,42,48 - 53,50 - 69,1kg
2024-06-02,Coconut,37,43 - 47,44 - 61,1kg
2024-06-02,Colocasia Leaves,15,17 - 19,18 - 25,1kg
2024-06-02,Colocasia,26,30 - 33,31 - 43,1kg
2024-06-02,Coriander Leaves,9,10 - 11,11 - 15,1kg
2024-06-02,Corn,31,36 - 39,37 - 51,1kg
2024-06-02,Cucumber,25,29 - 32,30 - 41,1kg
2024-06-02,Curry Leaves,26,30 - 33,31 - 43,1kg
2024-06-02,Dill Leaves,15,17 - 19,18 - 25,1kg
2024-06-02,Drumsticks,40,46 - 51,48 - 66,1kg
2024-06-02,Brinjal,32,37 - 41,38 - 53,1kg
2024-06-02,Brinjal (Big),32,37 - 41,38 - 53,1kg
2024-06-02,Elephant Yam,34,39 - 43,41 - 56,1kg
2024-06-02,Fenugreek Leaves,10,12 - 13,12 - 17,1kg
2024-06-02,French Beans,168,193 - 213,202 - 277,1kg
2024-06-02,Garlic,278,320 - 353,334 - 459,1kg
2024-06-02,Ginger,140,161 - 178,168 - 231,1kg
2024-06-02,Onion Green,45,52 - 57,54 - 74,1kg
2024-06-02,Green Peas,47,54 - 60,56 - 78,1kg
2024-06-02,Ivy Gourd,32,37 - 41,38 - 53,1kg
2024-06-02,Lemon (Lime),92,106 - 117,110 - 152,1kg
2024-06-02,Mango Raw,29,33 - 37,35 - 48,1kg
2024-06-02,Mint Leaves,5,6 - 6,6 - 8,1kg
2024-06-02,Mushroom,85,98 - 108,102 - 140,1kg
2024-06-02,Mustard Leaves,12,14 - 15,14 - 20,1kg
2024-06-02,Ladies Finger,45,52 - 57,54 - 74,1kg
2024-06-02,Pumpkin,21,24 - 27,25 - 35,1kg
2024-06-02,Radish,36,41 - 46,43 - 59,1kg
2024-06-02,Ridge Gourd,34,39 - 43,41 - 56,1kg
2024-06-02,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg
2024-06-02,Snake Gourd,33,38 - 42,40 - 54,1kg
2024-06-02,Sorrel Leaves,13,15 - 17,16 - 21,1kg
2024-06-02,Spinach,13,15 - 17,16 - 21,1kg
2024-06-02,Sweet Potato,38,44 - 48,46 - 63,1kg
2024-06-03,Onion Big,32,37 - 41,38 - 53,1kg
2024-06-03,Onion Small,32,37 - 41,38 - 53,1kg
2024-06-03,Tomato,24,28 - 30,29 - 40,1kg
2024-06-03,Green Chilli,87,100 - 110,104 - 144,1kg
2024-06-03,Beetroot,36,41 - 46,43 - 59,1kg
2024-06-03,Potato,32,37 - 41,38 - 53,1kg
2024-06-03,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg
2024-06-03,Amaranth Leaves,13,15 - 17,16 - 21,1kg
2024-06-03,Amla,60,69 - 76,72 - 99,1kg
2024-06-03,Ash gourd,20,23 - 25,24 - 33,1kg
2024-06-03,Baby Corn,56,64 - 71,67 - 92,1kg
2024-06-03,Banana Flower,17,20 - 22,20 - 28,1kg
2024-06-03,Capsicum,43,49 - 55,52 - 71,1kg
2024-06-03,Bitter Gourd,33,38 - 42,40 - 54,1kg
2024-06-03,Bottle Gourd,32,37 - 41,38 - 53,1kg
2024-06-03,Butter Beans,48,55 - 61,58 - 79,1kg
2024-06-03,Broad Beans,61,70 - 77,73 - 101,1kg
2024-06-03,Cabbage,33,38 - 42,40 - 54,1kg
2024-06-03,Carrot,40,46 - 51,48 - 66,1kg
2024-06-03,Cauliflower,26,30 - 33,31 - 43,1kg
2024-06-03,Cluster beans,45,52 - 57,54 - 74,1kg
2024-06-03,Coconut,35,40 - 44,42 - 58,1kg
2024-06-03,Colocasia Leaves,14,16 - 18,17 - 23,1kg
2024-06-03,Colocasia,27,31 - 34,32 - 45,1kg
2024-06-03,Coriander Leaves,10,12 - 13,12 - 17,1kg
2024-06-03,Corn,35,40 - 44,42 - 58,1kg
2024-06-03,Cucumber,25,29 - 32,30 - 41,1kg
2024-06-03,Curry Leaves,25,29 - 32,30 - 41,1kg
2024-06-03,Dill Leaves,15,17 - 19,18 - 25,1kg
2024-06-03,Drumsticks,30,35 - 38,36 - 50,1kg
2024-06-03,Brinjal,38,44 - 48,46 - 63,1kg
2024-06-03,Brinjal (Big),30,35 - 38,36 - 50,1kg
2024-06-03,Elephant Yam,35,40 - 44,42 - 58,1kg
2024-06-03,Fenugreek Leaves,10,12 - 13,12 - 17,1kg
2024-06-03,French Beans,175,201 - 222,210 - 289,1kg
2024-06-03,Garlic,269,309 - 342,323 - 444,1kg
2024-06-03,Ginger,128,147 - 163,154 - 211,1kg
2024-06-03,Onion Green,40,46 - 51,48 - 66,1kg
2024-06-03,Green Peas,49,56 - 62,59 - 81,1kg
2024-06-03,Ivy Gourd,31,36 - 39,37 - 51,1kg
2024-06-03,Lemon (Lime),106,122 - 135,127 - 175,1kg
2024-06-03,Mango Raw,29,33 - 37,35 - 48,1kg
2024-06-03,Mint Leaves,4,5 - 5,5 - 7,1kg
2024-06-03,Mushroom,90,104 - 114,108 - 149,1kg
2024-06-03,Mustard Leaves,13,15 - 17,16 - 21,1kg
2024-06-03,Ladies Finger,41,47 - 52,49 - 68,1kg
2024-06-03,Pumpkin,21,24 - 27,25 - 35,1kg
2024-06-03,Radish,36,41 - 46,43 - 59,1kg
2024-06-03,Ridge Gourd,34,39 - 43,41 - 56,1kg
2024-06-03,Shallot (Pearl Onion),32,37 - 41,38 - 53,1kg
2024-06-03,Snake Gourd,35,40 - 44,42 - 58,1kg
2024-06-03,Sorrel Leaves,15,17 - 19,18 - 25,1kg
2024-06-03,Spinach,15,17 - 19,18 - 25,1kg
2024-06-03,Sweet Potato,37,43 - 47,44 - 61,1kg
2024-06-04,Onion Big,32,37 - 41,38 - 53,1kg
2024-06-04,Onion Small,32,37 - 41,38 - 53,1kg
2024-06-04,Tomato,24,28 - 30,29 - 40,1kg
2024-06-04,Green Chilli,87,100 - 110,104 - 144,1kg
2024-06-04,Beetroot,36,41 - 46,43 - 59,1kg
2024-06-04,Potato,32,37 - 41,38 - 53,1kg
2024-06-04,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg
2024-06-04,Amaranth Leaves,13,15 - 17,16 - 21,1kg
2024-06-04,Amla,60,69 - 76,72 - 99,1kg
2024-06-04,Ash gourd,20,23 - 25,24 - 33,1kg
2024-06-04,Baby Corn,56,64 - 71,67 - 92,1kg
2024-06-04,Banana Flower,17,20 - 22,20 - 28,1kg
2024-06-04,Capsicum,43,49 - 55,52 - 71,1kg
2024-06-04,Bitter Gourd,33,38 - 42,40 - 54,1kg
2024-06-04,Bottle Gourd,32,37 - 41,38 - 53,1kg
2024-06-04,Butter Beans,48,55 - 61,58 - 79,1kg
2024-06-04,Broad Beans,61,70 - 77,73 - 101,1kg
2024-06-04,Cabbage,33,38 - 42,40 - 54,1kg
2024-06-04,Carrot,40,46 - 51,48 - 66,1kg
2024-06-04,Cauliflower,26,30 - 33,31 - 43,1kg
2024-06-04,Cluster beans,45,52 - 57,54 - 74,1kg
2024-06-04,Coconut,35,40 - 44,42 - 58,1kg
2024-06-04,Colocasia Leaves,14,16 - 18,17 - 23,1kg
2024-06-04,Colocasia,27,31 - 34,32 - 45,1kg
2024-06-04,Coriander Leaves,10,12 - 13,12 - 17,1kg
2024-06-04,Corn,35,40 - 44,42 - 58,1kg
2024-06-04,Cucumber,25,29 - 32,30 - 41,1kg
2024-06-04,Curry Leaves,25,29 - 32,30 - 41,1kg
2024-06-04,Dill Leaves,15,17 - 19,18 - 25,1kg
2024-06-04,Drumsticks,30,35 - 38,36 - 50,1kg
2024-06-04,Brinjal,38,44 - 48,46 - 63,1kg
2024-06-04,Brinjal (Big),30,35 - 38,36 - 50,1kg
2024-06-04,Elephant Yam,35,40 - 44,42 - 58,1kg
2024-06-04,Fenugreek Leaves,10,12 - 13,12 - 17,1kg
2024-06-04,French Beans,175,201 - 222,210 - 289,1kg
2024-06-04,Garlic,269,309 - 342,323 - 444,1kg
2024-06-04,Ginger,128,147 - 163,154 - 211,1kg
2024-06-04,Onion Green,40,46 - 51,48 - 66,1kg
2024-06-04,Green Peas,49,56 - 62,59 - 81,1kg
2024-06-04,Ivy Gourd,31,36 - 39,37 - 51,1kg
2024-06-04,Lemon (Lime),106,122 - 135,127 - 175,1kg
2024-06-04,Mango Raw,29,33 - 37,35 - 48,1kg
2024-06-04,Mint Leaves,4,5 - 5,5 - 7,1kg
2024-06-04,Mushroom,90,104 - 114,108 - 149,1kg
2024-06-04,Mustard Leaves,13,15 - 17,16 - 21,1kg
2024-06-04,Ladies Finger,41,47 - 52,49 - 68,1kg
2024-06-04,Pumpkin,21,24 - 27,25 - 35,1kg
2024-06-04,Radish,36,41 - 46,43 - 59,1kg
2024-06-04,Ridge Gourd,34,39 - 43,41 - 56,1kg
2024-06-04,Shallot (Pearl Onion),32,37 - 41,38 - 53,1kg
2024-06-04,Snake Gourd,35,40 - 44,42 - 58,1kg
2024-06-04,Sorrel Leaves,15,17 - 19,18 - 25,1kg
2024-06-04,Spinach,15,17 - 19,18 - 25,1kg
2024-06-04,Sweet Potato,37,43 - 47,44 - 61,1kg
2024-06-05,Onion Big,32,37 - 41,38 - 53,1kg
2024-06-05,Onion Small,32,37 - 41,38 - 53,1kg
2024-06-05,Tomato,24,28 - 30,29 - 40,1kg
2024-06-05,Green Chilli,87,100 - 110,104 - 144,1kg
2024-06-05,Beetroot,36,41 - 46,43 - 59,1kg
2024-06-05,Potato,32,37 - 41,38 - 53,1kg
2024-06-05,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg
2024-06-05,Amaranth Leaves,13,15 - 17,16 - 21,1kg
2024-06-05,Amla,60,69 - 76,72 - 99,1kg
2024-06-05,Ash gourd,20,23 - 25,24 - 33,1kg
2024-06-05,Baby Corn,56,64 - 71,67 - 92,1kg
2024-06-05,Banana Flower,17,20 - 22,20 - 28,1kg
2024-06-05,Capsicum,43,49 - 55,52 - 71,1kg
2024-06-05,Bitter Gourd,33,38 - 42,40 - 54,1kg
2024-06-05,Bottle Gourd,32,37 - 41,38 - 53,1kg
2024-06-05,Butter Beans,48,55 - 61,58 - 79,1kg
2024-06-05,Broad Beans,61,70 - 77,73 - 101,1kg
2024-06-05,Cabbage,33,38 - 42,40 - 54,1kg
2024-06-05,Carrot,40,46 - 51,48 - 66,1kg
2024-06-05,Cauliflower,26,30 - 33,31 - 43,1kg
2024-06-05,Cluster beans,45,52 - 57,54 - 74,1kg
2024-06-05,Coconut,35,40 - 44,42 - 58,1kg
2024-06-05,Colocasia Leaves,14,16 - 18,17 - 23,1kg
2024-06-05,Colocasia,27,31 - 34,32 - 45,1kg
2024-06-05,Coriander Leaves,10,12 - 13,12 - 17,1kg
2024-06-05,Corn,35,40 - 44,42 - 58,1kg
2024-06-05,Cucumber,25,29 - 32,30 - 41,1kg
2024-06-05,Curry Leaves,25,29 - 32,30 - 41,1kg
2024-06-05,Dill Leaves,15,17 - 19,18 - 25,1kg
2024-06-05,Drumsticks,30,35 - 38,36 - 50,1kg
2024-06-05,Brinjal,38,44 - 48,46 - 63,1kg
2024-06-05,Brinjal (Big),30,35 - 38,36 - 50,1kg
2024-06-05,Elephant Yam,35,40 - 44,42 - 58,1kg
2024-06-05,Fenugreek Leaves,10,12 - 13,12 - 17,1kg
2024-06-05,French Beans,175,201 - 222,210 - 289,1kg
2024-06-05,Garlic,269,309 - 342,323 - 444,1kg
2024-06-05,Ginger,128,147 - 163,154 - 211,1kg
2024-06-05,Onion Green,40,46 - 51,48 - 66,1kg
2024-06-05,Green Peas,49,56 - 62,59 - 81,1kg
2024-06-05,Ivy Gourd,31,36 - 39,37 - 51,1kg
2024-06-05,Lemon (Lime),106,122 - 135,127 - 175,1kg
2024-06-05,Mango Raw,29,33 - 37,35 - 48,1kg
2024-06-05,Mint Leaves,4,5 - 5,5 - 7,1kg
2024-06-05,Mushroom,90,104 - 114,108 - 149,1kg
2024-06-05,Mustard Leaves,13,15 - 17,16 - 21,1kg
2024-06-05,Ladies Finger,41,47 - 52,49 - 68,1kg
2024-06-05,Pumpkin,21,24 - 27,25 - 35,1kg
2024-06-05,Radish,36,41 - 46,43 - 59,1kg
2024-06-05,Ridge Gourd,34,39 - 43,41 - 56,1kg
2024-06-05,Shallot (Pearl Onion),32,37 - 41,38 - 53,1kg
2024-06-05,Snake Gourd,35,40 - 44,42 - 58,1kg
2024-06-05,Sorrel Leaves,15,17 - 19,18 - 25,1kg
2024-06-05,Spinach,15,17 - 19,18 - 25,1kg
2024-06-05,Sweet Potato,37,43 - 47,44 - 61,1kg
2024-06-06,Onion Big,34,39 - 43,41 - 56,1kg
2024-06-06,Onion Small,33,38 - 42,40 - 54,1kg
2024-06-06,Tomato,29,33 - 37,35 - 48,1kg
2024-06-06,Green Chilli,85,98 - 108,102 - 140,1kg
2024-06-06,Beetroot,34,39 - 43,41 - 56,1kg
2024-06-06,Potato,34,39 - 43,41 - 56,1kg
2024-06-06,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg
2024-06-06,Amaranth Leaves,15,17 - 19,18 - 25,1kg
2024-06-06,Amla,70,81 - 89,84 - 116,1kg
2024-06-06,Ash gourd,21,24 - 27,25 - 35,1kg
2024-06-06,Baby Corn,63,72 - 80,76 - 104,1kg
2024-06-06,Banana Flower,15,17 - 19,18 - 25,1kg
2024-06-06,Capsicum,43,49 - 55,52 - 71,1kg
2024-06-06,Bitter Gourd,31,36 - 39,37 - 51,1kg
2024-06-06,Bottle Gourd,33,38 - 42,40 - 54,1kg
2024-06-06,Butter Beans,52,60 - 66,62 - 86,1kg
2024-06-06,Broad Beans,74,85 - 94,89 - 122,1kg
2024-06-06,Cabbage,33,38 - 42,40 - 54,1kg
2024-06-06,Carrot,39,45 - 50,47 - 64,1kg
2024-06-06,Cauliflower,27,31 - 34,32 - 45,1kg
2024-06-06,Cluster beans,41,47 - 52,49 - 68,1kg
2024-06-06,Coconut,36,41 - 46,43 - 59,1kg
2024-06-06,Colocasia Leaves,16,18 - 20,19 - 26,1kg
2024-06-06,Colocasia,25,29 - 32,30 - 41,1kg
2024-06-06,Coriander Leaves,7,8 - 9,8 - 12,1kg
2024-06-06,Corn,30,35 - 38,36 - 50,1kg
2024-06-06,Cucumber,27,31 - 34,32 - 45,1kg
2024-06-06,Curry Leaves,29,33 - 37,35 - 48,1kg
2024-06-06,Dill Leaves,15,17 - 19,18 - 25,1kg
2024-06-06,Drumsticks,30,35 - 38,36 - 50,1kg
2024-06-06,Brinjal,34,39 - 43,41 - 56,1kg
2024-06-06,Brinjal (Big),35,40 - 44,42 - 58,1kg
2024-06-06,Elephant Yam,39,45 - 50,47 - 64,1kg
2024-06-06,Fenugreek Leaves,12,14 - 15,14 - 20,1kg
2024-06-06,French Beans,86,99 - 109,103 - 142,1kg
2024-06-06,Garlic,185,213 - 235,222 - 305,1kg
2024-06-06,Ginger,131,151 - 166,157 - 216,1kg
2024-06-06,Onion Green,41,47 - 52,49 - 68,1kg
2024-06-06,Green Peas,42,48 - 53,50 - 69,1kg
2024-06-06,Ivy Gourd,29,33 - 37,35 - 48,1kg
2024-06-06,Lemon (Lime),85,98 - 108,102 - 140,1kg
2024-06-06,Mango Raw,35,40 - 44,42 - 58,1kg
2024-06-06,Mint Leaves,5,6 - 6,6 - 8,1kg
2024-06-06,Mushroom,74,85 - 94,89 - 122,1kg
2024-06-06,Mustard Leaves,15,17 - 19,18 - 25,1kg
2024-06-06,Ladies Finger,48,55 - 61,58 - 79,1kg
2024-06-06,Pumpkin,21,24 - 27,25 - 35,1kg
2024-06-06,Radish,30,35 - 38,36 - 50,1kg
2024-06-06,Ridge Gourd,33,38 - 42,40 - 54,1kg
2024-06-06,Shallot (Pearl Onion),37,43 - 47,44 - 61,1kg
2024-06-06,Snake Gourd,38,44 - 48,46 - 63,1kg
2024-06-06,Sorrel Leaves,14,16 - 18,17 - 23,1kg
2024-06-06,Spinach,12,14 - 15,14 - 20,1kg
2024-06-06,Sweet Potato,40,46 - 51,48 - 66,1kg
2024-06-07,Onion Big,34,39 - 43,41 - 56,1kg
2024-06-07,Onion Small,33,38 - 42,40 - 54,1kg
2024-06-07,Tomato,29,33 - 37,35 - 48,1kg
2024-06-07,Green Chilli,85,98 - 108,102 - 140,1kg
2024-06-07,Beetroot,34,39 - 43,41 - 56,1kg
2024-06-07,Potato,34,39 - 43,41 - 56,1kg
2024-06-07,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg
2024-06-07,Amaranth Leaves,15,17 - 19,18 - 25,1kg
2024-06-07,Amla,70,81 - 89,84 - 116,1kg
2024-06-07,Ash gourd,21,24 - 27,25 - 35,1kg
2024-06-07,Baby Corn,63,72 - 80,76 - 104,1kg
2024-06-07,Banana Flower,15,17 - 19,18 - 25,1kg
2024-06-07,Capsicum,43,49 - 55,52 - 71,1kg
2024-06-07,Bitter Gourd,31,36 - 39,37 - 51,1kg
2024-06-07,Bottle Gourd,33,38 - 42,40 - 54,1kg
2024-06-07,Butter Beans,52,60 - 66,62 - 86,1kg
2024-06-07,Broad Beans,74,85 - 94,89 - 122,1kg
2024-06-07,Cabbage,33,38 - 42,40 - 54,1kg
2024-06-07,Carrot,39,45 - 50,47 - 64,1kg
2024-06-07,Cauliflower,27,31 - 34,32 - 45,1kg
2024-06-07,Cluster beans,41,47 - 52,49 - 68,1kg
2024-06-07,Coconut,36,41 - 46,43 - 59,1kg
2024-06-07,Colocasia Leaves,16,18 - 20,19 - 26,1kg
2024-06-07,Colocasia,25,29 - 32,30 - 41,1kg
2024-06-07,Coriander Leaves,7,8 - 9,8 - 12,1kg
2024-06-07,Corn,30,35 - 38,36 - 50,1kg
2024-06-07,Cucumber,27,31 - 34,32 - 45,1kg
2024-06-07,Curry Leaves,29,33 - 37,35 - 48,1kg
2024-06-07,Dill Leaves,15,17 - 19,18 - 25,1kg
2024-06-07,Drumsticks,30,35 - 38,36 - 50,1kg
2024-06-07,Brinjal,34,39 - 43,41 - 56,1kg
2024-06-07,Brinjal (Big),35,40 - 44,42 - 58,1kg
2024-06-07,Elephant Yam,39,45 - 50,47 - 64,1kg
2024-06-07,Fenugreek Leaves,12,14 - 15,14 - 20,1kg
2024-06-07,French Beans,86,99 - 109,103 - 142,1kg
2024-06-07,Garlic,185,213 - 235,222 - 305,1kg
2024-06-07,Ginger,131,151 - 166,157 - 216,1kg
2024-06-07,Onion Green,41,47 - 52,49 - 68,1kg
2024-06-07,Green Peas,42,48 - 53,50 - 69,1kg
2024-06-07,Ivy Gourd,29,33 - 37,35 - 48,1kg
2024-06-07,Lemon (Lime),85,98 - 108,102 - 140,1kg
2024-06-07,Mango Raw,35,40 - 44,42 - 58,1kg
2024-06-07,Mint Leaves,5,6 - 6,6 - 8,1kg
2024-06-07,Mushroom,74,85 - 94,89 - 122,1kg
2024-06-07,Mustard Leaves,15,17 - 19,18 - 25,1kg
2024-06-07,Ladies Finger,48,55 - 61,58 - 79,1kg
2024-06-07,Pumpkin,21,24 - 27,25 - 35,1kg
2024-06-07,Radish,30,35 - 38,36 - 50,1kg
2024-06-07,Ridge Gourd,33,38 - 42,40 - 54,1kg
2024-06-07,Shallot (Pearl Onion),37,43 - 47,44 - 61,1kg
2024-06-07,Snake Gourd,38,44 - 48,46 - 63,1kg
2024-06-07,Sorrel Leaves,14,16 - 18,17 - 23,1kg
2024-06-07,Spinach,12,14 - 15,14 - 20,1kg
2024-06-07,Sweet Potato,40,46 - 51,48 - 66,1kg
2024-06-08,Onion Big,33,38 - 42,40 - 54,1kg
2024-06-08,Onion Small,38,44 - 48,46 - 63,1kg
2024-06-08,Tomato,31,36 - 39,37 - 51,1kg
2024-06-08,Green Chilli,95,109 - 121,114 - 157,1kg
2024-06-08,Beetroot,36,41 - 46,43 - 59,1kg
2024-06-08,Potato,36,41 - 46,43 - 59,1kg
2024-06-08,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg
2024-06-08,Amaranth Leaves,14,16 - 18,17 - 23,1kg
2024-06-08,Amla,60,69 - 76,72 - 99,1kg
2024-06-08,Ash gourd,18,21 - 23,22 - 30,1kg
2024-06-08,Baby Corn,59,68 - 75,71 - 97,1kg
2024-06-08,Banana Flower,19,22 - 24,23 - 31,1kg
2024-06-08,Capsicum,41,47 - 52,49 - 68,1kg
2024-06-08,Bitter Gourd,33,38 - 42,40 - 54,1kg
2024-06-08,Bottle Gourd,34,39 - 43,41 - 56,1kg
2024-06-08,Butter Beans,55,63 - 70,66 - 91,1kg
2024-06-08,Broad Beans,71,82 - 90,85 - 117,1kg
2024-06-08,Cabbage,30,35 - 38,36 - 50,1kg
2024-06-08,Carrot,39,45 - 50,47 - 64,1kg
2024-06-08,Cauliflower,25,29 - 32,30 - 41,1kg
2024-06-08,Cluster beans,45,52 - 57,54 - 74,1kg
2024-06-08,Coconut,36,41 - 46,43 - 59,1kg
2024-06-08,Colocasia Leaves,13,15 - 17,16 - 21,1kg
2024-06-08,Colocasia,28,32 - 36,34 - 46,1kg
2024-06-08,Coriander Leaves,6,7 - 8,7 - 10,1kg
2024-06-08,Corn,33,38 - 42,40 - 54,1kg
2024-06-08,Cucumber,26,30 - 33,31 - 43,1kg
2024-06-08,Curry Leaves,25,29 - 32,30 - 41,1kg
2024-06-08,Dill Leaves,12,14 - 15,14 - 20,1kg
2024-06-08,Drumsticks,30,35 - 38,36 - 50,1kg
2024-06-08,Brinjal,34,39 - 43,41 - 56,1kg
2024-06-08,Brinjal (Big),33,38 - 42,40 - 54,1kg
2024-06-08,Elephant Yam,39,45 - 50,47 - 64,1kg
2024-06-08,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-06-08,French Beans,88,101 - 112,106 - 145,1kg
2024-06-08,Garlic,186,214 - 236,223 - 307,1kg
2024-06-08,Ginger,126,145 - 160,151 - 208,1kg
2024-06-08,Onion Green,38,44 - 48,46 - 63,1kg
2024-06-08,Green Peas,41,47 - 52,49 - 68,1kg
2024-06-08,Ivy Gourd,31,36 - 39,37 - 51,1kg
2024-06-08,Lemon (Lime),87,100 - 110,104 - 144,1kg
2024-06-08,Mango Raw,31,36 - 39,37 - 51,1kg
2024-06-08,Mint Leaves,4,5 - 5,5 - 7,1kg
2024-06-08,Mushroom,92,106 - 117,110 - 152,1kg
2024-06-08,Mustard Leaves,14,16 - 18,17 - 23,1kg
2024-06-08,Ladies Finger,48,55 - 61,58 - 79,1kg
2024-06-08,Pumpkin,19,22 - 24,23 - 31,1kg
2024-06-08,Radish,36,41 - 46,43 - 59,1kg
2024-06-08,Ridge Gourd,33,38 - 42,40 - 54,1kg
2024-06-08,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg
2024-06-08,Snake Gourd,40,46 - 51,48 - 66,1kg
2024-06-08,Sorrel Leaves,16,18 - 20,19 - 26,1kg
2024-06-08,Spinach,15,17 - 19,18 - 25,1kg
2024-06-08,Sweet Potato,36,41 - 46,43 - 59,1kg
2024-06-09,Onion Big,33,38 - 42,40 - 54,1kg
2024-06-09,Onion Small,38,44 - 48,46 - 63,1kg
2024-06-09,Tomato,31,36 - 39,37 - 51,1kg
2024-06-09,Green Chilli,95,109 - 121,114 - 157,1kg
2024-06-09,Beetroot,36,41 - 46,43 - 59,1kg
2024-06-09,Potato,36,41 - 46,43 - 59,1kg
2024-06-09,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg
2024-06-09,Amaranth Leaves,14,16 - 18,17 - 23,1kg
2024-06-09,Amla,60,69 - 76,72 - 99,1kg
2024-06-09,Ash gourd,18,21 - 23,22 - 30,1kg
2024-06-09,Baby Corn,59,68 - 75,71 - 97,1kg
2024-06-09,Banana Flower,19,22 - 24,23 - 31,1kg
2024-06-09,Capsicum,41,47 - 52,49 - 68,1kg
2024-06-09,Bitter Gourd,33,38 - 42,40 - 54,1kg
2024-06-09,Bottle Gourd,34,39 - 43,41 - 56,1kg
2024-06-09,Butter Beans,55,63 - 70,66 - 91,1kg
2024-06-09,Broad Beans,71,82 - 90,85 - 117,1kg
2024-06-09,Cabbage,30,35 - 38,36 - 50,1kg
2024-06-09,Carrot,39,45 - 50,47 - 64,1kg
2024-06-09,Cauliflower,25,29 - 32,30 - 41,1kg
2024-06-09,Cluster beans,45,52 - 57,54 - 74,1kg
2024-06-09,Coconut,36,41 - 46,43 - 59,1kg
2024-06-09,Colocasia Leaves,13,15 - 17,16 - 21,1kg
2024-06-09,Colocasia,28,32 - 36,34 - 46,1kg
2024-06-09,Coriander Leaves,6,7 - 8,7 - 10,1kg
2024-06-09,Corn,33,38 - 42,40 - 54,1kg
2024-06-09,Cucumber,26,30 - 33,31 - 43,1kg
2024-06-09,Curry Leaves,25,29 - 32,30 - 41,1kg
2024-06-09,Dill Leaves,12,14 - 15,14 - 20,1kg
2024-06-09,Drumsticks,30,35 - 38,36 - 50,1kg
2024-06-09,Brinjal,34,39 - 43,41 - 56,1kg
2024-06-09,Brinjal (Big),33,38 - 42,40 - 54,1kg
2024-06-09,Elephant Yam,39,45 - 50,47 - 64,1kg
2024-06-09,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-06-09,French Beans,88,101 - 112,106 - 145,1kg
2024-06-09,Garlic,186,214 - 236,223 - 307,1kg
2024-06-09,Ginger,126,145 - 160,151 - 208,1kg
2024-06-09,Onion Green,38,44 - 48,46 - 63,1kg
2024-06-09,Green Peas,41,47 - 52,49 - 68,1kg
2024-06-09,Ivy Gourd,31,36 - 39,37 - 51,1kg
2024-06-09,Lemon (Lime),87,100 - 110,104 - 144,1kg
2024-06-09,Mango Raw,31,36 - 39,37 - 51,1kg
2024-06-09,Mint Leaves,4,5 - 5,5 - 7,1kg
2024-06-09,Mushroom,92,106 - 117,110 - 152,1kg
2024-06-09,Mustard Leaves,14,16 - 18,17 - 23,1kg
2024-06-09,Ladies Finger,48,55 - 61,58 - 79,1kg
2024-06-09,Pumpkin,19,22 - 24,23 - 31,1kg
2024-06-09,Radish,36,41 - 46,43 - 59,1kg
2024-06-09,Ridge Gourd,33,38 - 42,40 - 54,1kg
2024-06-09,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg
2024-06-09,Snake Gourd,40,46 - 51,48 - 66,1kg
2024-06-09,Sorrel Leaves,16,18 - 20,19 - 26,1kg
2024-06-09,Spinach,15,17 - 19,18 - 25,1kg
2024-06-09,Sweet Potato,36,41 - 46,43 - 59,1kg
2024-06-10,Onion Big,33,38 - 42,40 - 54,1kg
2024-06-10,Onion Small,38,44 - 48,46 - 63,1kg
2024-06-10,Tomato,31,36 - 39,37 - 51,1kg
2024-06-10,Green Chilli,95,109 - 121,114 - 157,1kg
2024-06-10,Beetroot,36,41 - 46,43 - 59,1kg
2024-06-10,Potato,36,41 - 46,43 - 59,1kg
2024-06-10,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg
2024-06-10,Amaranth Leaves,14,16 - 18,17 - 23,1kg
2024-06-10,Amla,60,69 - 76,72 - 99,1kg
